0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,21,29,6,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,18,44,104,78,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,21,55,176,286,166,12,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,16,41,143,493,733,290,14,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,5,19,104,395,1222,1544,452,14,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,10,37,217,996,2652,2916,569,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,16,80,484,2206,5228,4659,687,6,0,0,0,0,0,0,0,0,0,
0,0,0,0,2,23,190,1226,4558,8958,6745,729,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,9,50,516,2522,8451,13648,8639,663,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,22,181,1142,5114,13592,18413,9831,464,0,0,0,0,0,0,0,0,0,0,
0,0,3,6,79,448,2454,9084,19459,21474,9552,239,0,0,0,0,0,0,0,0,0,0,
0,0,0,15,175,1050,4806,13463,23253,21448,7737,77,0,0,0,0,0,0,0,0,0,0,
0,0,3,45,385,2077,7213,16322,23296,17542,5282,14,0,0,0,0,0,0,0,0,0,0,
0,3,16,120,765,3051,8289,15999,18803,11965,2964,1,0,0,0,0,0,0,0,0,0,0,
0,0,28,212,991,3247,7777,12417,12325,6534,1249,0,0,0,0,0,0,0,0,0,0,0,
0,4,34,259,931,2766,5522,7374,6251,2523,405,0,0,0,0,0,0,0,0,0,0,0,
0,5,41,203,682,1628,2781,3208,2096,738,98,0,0,0,0,0,0,0,0,0,0,0,
1,5,27,100,330,650,908,885,520,161,14,0,0,0,0,0,0,0,0,0,0,0,
0,1,15,41,79,153,201,170,86,16,1,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,2,9,13,16,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
