0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,14,22,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,30,16,26,18,2,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,9,35,47,88,81,19,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,7,43,109,226,249,87,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,9,23,71,221,489,586,259,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,4,26,73,161,413,892,1107,571,47,0,0,0,0,0,0,0,0,0,0,0,
1,5,14,45,131,309,700,1383,1729,1003,139,0,0,0,0,0,0,0,0,0,0,0,
0,5,23,66,183,461,1016,1846,2284,1461,292,0,0,0,0,0,0,0,0,0,0,0,
0,0,12,61,209,570,1239,2122,2585,1795,465,0,0,0,0,0,0,0,0,0,0,0,
0,0,3,37,176,560,1258,2095,2523,1869,582,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,23,119,420,1035,1768,2132,1649,582,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,9,65,248,679,1257,1552,1225,465,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,18,107,349,733,953,753,292,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,23,125,331,476,373,139,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,22,101,182,145,47,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,15,47,43,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
